Violation ID,Timestamp,Location,Violation Type,Vehicle Type,Severity
VIO-003947,2025-05-11 21:16:22,"-1.6916,68.5819",No Signal,Van,2
VIO-003948,2025-01-20 07:43:39,"34.9614,-3.3168",Speeding,Van,3
VIO-003949,2025-10-16 20:56:27,"-3.4398,150.8138",Illegal Parking,Truck,2
VIO-003950,2025-02-18 22:48:45,"-83.8060,174.1284",Illegal Parking,Bus,4
VIO-003951,2025-02-12 12:02:40,"-81.1025,-108.5100",No Signal,Truck,3
VIO-003952,2025-07-29 17:39:31,"-69.1167,-20.4085",Illegal Parking,Bus,3
VIO-003953,2025-07-08 16:17:37,,Illegal Parking,Van,3
VIO-003954,2025-02-24 21:32:15,"-37.2841,152.6552",Illegal Parking,Truck,1
VIO-003955,2025-05-19 06:29:05,"-6.3712,-136.4193",no signal,Motorcycle,3
VIO-003956,2025-04-17 12:42:24,"60.4990,44.0898",No Signal,Bus,2
VIO-003957,2025-01-24 02:48:22,"-37.4068,-94.2130",Illegal Turn,Bus,1
VIO-003958,2025-01-29 00:51:13,"16.1970,133.2525",Red Light,Truck,5
VIO-003959,2025-06-26 23:44:26,"-27.7213,-86.3506",Illegal Turn,Bus,3
VIO-003960,2025-11-01 10:39:28,"82.8370,161.3856",Illegal Parking,Motorcycle,4
VIO-003961,2025-07-25 10:52:32,"29.8328,-29.4379",Speeding,Bus,2
VIO-003962,2025-02-23 02:41:20,"41.0407,114.1166",illegal parking,Bus,5
VIO-003963,02/21/25 12:27,"41.0798,-63.5285",Red Light,Van,
VIO-003964,2025-01-10 14:30:26,"-46.1550,160.7466",Speeding,Van,3
VIO-003965,2025-04-28 23:56:46,"40.8193,54.3255",Illegal Parking,Bus,5
VIO-003966,2025-07-11 00:40:51,"65.6385,-8.8685",Illegal Turn,Motorcycle,5
VIO-003967,2025-01-01 22:57:08,"-53.3114,-116.2224",Illegal Parking,Bus,4
VIO-003968,2025-09-20 10:35:09,"74.9551,66.8055",Illegal Parking,Van,4
VIO-003969,2025_07_18 17:47:02,"31.3979,11.7771",Illegal Parking,Motorcycle,3
VIO-003970,2024-12-13 04:45:28,"-48.9584,178.4720",Illegal Parking,Truck,1
VIO-003971,2025-05-11 03:19:55,"-21.5763,-88.2742",No Signal,Bus,2
VIO-003972,N/A,"-61.9247,141.2965",No Signal,Truck,5
VIO-003973,2025-10-29 03:17:48,"23.8410,44.9778",illegal turn,Truck,3
VIO-003974,2025-08-13 12:12:35,"2.7256,29.8022",red light,Motorcycle,1
VIO-003975,2025-09-01 21:57:13,"77.1813,-74.0621",speeding,Motorcycle,3
VIO-003976,2024-12-01 07:48:35,"40.6668,-25.5673",No Signal,Truck,5
VIO-003977,2025-10-26 18:48:37,"-71.7040,-89.2839",Illegal Parking,Motorcycle,5
VIO-003978,2025-07-24 18:28:48,"-20.4260,-148.8280",Speeding,Motorcycle,1
VIO-003979,2025-01-20 10:08:48,"23.7990,-134.9392",Speeding,Bus,4
VIO-003980,2025-04-23 23:20:44,"-44.8414,-6.8580",Illegal Turn,Sedan,2
VIO-003981,2025-01-01 11:30:20,"-24.0793,-40.7242",Illegal Parking,Sedan,5
VIO-003982,2025-09-28 18:51:03,"81.7002,70.7337",Speeding,Sedan,4
VIO-003983,2025_07_17 12:38:57,"33.4159,-101.8777",Illegal Parking,Sedan,3
VIO-003984,2025-09-26 09:26:47,"75.3166,-52.3308",Red Light,Bus,3
VIO-003985,2025-08-30 14:47:27,"-24.5388,-85.5442",Speeding,Motorcycle,1
VIO-003986,2025-03-25 19:37:38,"-86.8980,-10.5932",No Signal,Sedan,5
VIO-003987,2025-10-31 01:32:36,"62.9905,-6.2684",Red Light,Truck,3
VIO-003988,2025/01/06 18:09:56,"-48.4839,-111.0688",speeding,Truck,2
VIO-003989,2025-06-12 12:50:55,,Illegal Parking,Sedan,3
VIO-003990,2025-03-03 01:12:27,"26.2416,-6.8893",Red Light,Motorcycle,3
VIO-003991,2025_07_09 21:09:09,"17.3812,-134.1933",Speeding,Van,2
VIO-003992,2025-10-22 07:47:13,"-12.5553,-123.6422",Illegal Turn,Van,4
VIO-003993,09/20/25 20:49,"75.9150,-130.5788",No Signal,Bus,3
VIO-003994,2025-10-27 22:21:18,"-29.9925,-153.3660",Illegal Turn,Motorcycle,3
VIO-003995,2025/26/02 20:42:21,"-2.6347,87.0267",Red Light,Truck,5
VIO-003996,2024_11_17 19:57:21,"-19.4084,122.1216",Red Light,Van,2
VIO-003997,2025-02-19 16:20:30,"65.4436,-1.2129",Illegal Parking,Sedan,2
VIO-003998,07/14/25 17:01,"-79.6285,-73.5152",Illegal Parking,Truck,1
VIO-003999,2025-10-11 04:54:43,"79.6660,-62.5595",Illegal Turn,Motorcycle,1
VIO-004000,2025_10_15 23:46:28,"-72.5720,-1.7576",Illegal Parking,Bus,
VIO-004001,2025-01-21 07:36:34,"-39.8913,11.8191",Illegal Turn,Sedan,2
VIO-004002,N/A,"-2.3382,-33.6858",Red Light,Sedan,4
VIO-004003,2025-06-09 22:21:27,"-53.6370,-10.4643",Illegal Parking,Motorcycle,1
VIO-004004,2025-11-12 01:07:55,"-2.2579,97.5152",No Signal,Bus,5
VIO-004005,2024-11-19 21:52:11,,Illegal Parking,Bus,5
VIO-004006,2025-10-13 17:20:53,"-27.9076,-81.7459",Red Light,Bus,5
VIO-004007,2025-03-08 10:34:08,"84.4633,61.9988",Illegal Parking,Bus,5
VIO-004008,2025-02-20 19:09:40,"-76.6548,73.3600",No Signal,Van,2
VIO-004009,2025-10-15 18:45:10,"-33.3560,61.3604",Illegal Parking,Sedan,4
VIO-004010,2024-12-05 08:45:40,"25.9121,-160.5571",Speeding,Motorcycle,1
VIO-004011,2025-02-04 07:16:17,"4.1644,-122.3808",Illegal Parking,Truck,5
VIO-004012,2025-05-08 00:24:48,"13.8363,-101.4631",No Signal,Sedan,1
VIO-004013,2025-01-27 10:52:50,"56.5714,60.4226",Red Light,Motorcycle,2
VIO-004014,2025-01-20 14:18:14,"-65.9823,26.3928",Red Light,Motorcycle,1
VIO-004015,2025-10-12 02:36:31,"77.0449,3.2962",Illegal Turn,Truck,3
VIO-004016,2025-04-14 16:16:54,"12.6675,-141.6354",Red Light,Sedan,2
VIO-004017,2025-02-14 09:28:22,"-27.5317,40.4803",No Signal,Bus,3
VIO-004018,2025-06-07 17:11:25,"-64.4937,153.1645",Illegal Turn,Bus,5
VIO-004019,2025-02-17 01:30:31,"-85.4875,-122.4339",Red Light,Bus,5
VIO-004020,2025-10-29 12:25:00,"49.3416,-27.0300",Speeding,Sedan,2
VIO-004021,2025-11-04 06:15:07,"-46.6884,170.7950",Illegal Parking,Truck,3
VIO-004022,2025/14/01 20:42:01,,Speeding,Truck,3
VIO-004023,2025-03-10 19:54:51,"4.6506,144.1282",No Signal,Truck,5
VIO-004024,2025-07-13 23:52:40,"-51.7546,105.4592",Illegal Parking,Van,2
VIO-004025,2025-03-12 17:16:32,"74.2228,-148.0470",Illegal Parking,Sedan,1
VIO-004026,2024-11-30 23:54:22,"-54.6640,-72.6887",Speeding,Van,5
VIO-004027,2025-03-15 07:48:34,"-52.0890,116.9136",Speeding,Motorcycle,1
VIO-004028,2025-03-31 22:51:26,"-2.3225,15.7403",Illegal Turn,Van,2
VIO-004029,2025-08-31 13:13:21,"78.7630,82.1317",Red Light,Bus,2
VIO-004030,2025-09-20 11:12:11,"-14.5088,127.5760",Illegal Turn,Bus,2
VIO-004031,2024-12-24 15:19:49,"-38.2938,-164.8393",No Signal,Truck,3
VIO-004032,2024-12-04 15:01:34,"-48.1293,-148.9063",Illegal Turn,Van,
VIO-004033,2025-07-20 17:45:00,"26.9708,81.4010",Red Light,Motorcycle,1
VIO-004034,2025-06-07 23:16:38,,Speeding,Sedan,3
VIO-004035,2025-05-30 09:18:47,"-71.5013,40.3351",Speeding,Bus,3
VIO-004036,2025-04-10 00:55:26,"-83.8650,179.8198",Illegal Turn,Van,2
VIO-004037,2025-01-24 21:59:58,"65.0219,164.5319",Illegal Parking,Motorcycle,5
VIO-004038,2025-11-10 08:38:23,"17.3283,44.3250",Illegal Turn,Bus,5
VIO-004039,2025_06_14 23:29:02,"16.1407,56.2319",No Signal,Bus,1
VIO-004040,2024-11-30 12:05:51,"-76.0042,-18.2048",Illegal Parking,Sedan,5
VIO-004041,2024_11_23 06:13:55,"-46.8856,32.0384",No Signal,Motorcycle,3
VIO-004042,2025-01-16 05:30:11,"-80.2853,141.5010",No Signal,Motorcycle,2
VIO-004043,2025-06-29 11:21:25,"71.1187,-27.4366",Illegal Parking,Van,1
VIO-004044,2025-02-14 07:42:40,"48.1968,161.9641",Speeding,Sedan,4
VIO-004045,2025-10-13 11:58:47,"7.6230,-104.5003",Illegal Parking,Motorcycle,2
VIO-004046,2025-01-09 17:20:39,"42.0650,-88.6770",Illegal Parking,Sedan,3
VIO-004047,2025-03-18 07:58:29,"18.3600,170.2492",speeding,Bus,4
VIO-004048,2025-05-16 10:43:07,"-5.9081,59.5523",Red Light,Van,5
VIO-004049,2025-07-18 19:44:32,"70.4603,126.8179",Speeding,Sedan,4
VIO-004050,2025-08-22 16:04:46,"-67.4953,12.3021",Illegal Turn,Truck,3
VIO-004051,2025-08-18 17:26:21,"-77.1527,-132.2744",No Signal,Truck,3
VIO-004052,2025-01-15 08:03:56,"-29.0578,-48.8675",Speeding,Van,4
VIO-004053,2025-02-04 23:19:02,"16.2403,-170.1946",Red Light,Motorcycle,5
VIO-004054,2025-07-14 02:08:14,"34.2724,-41.0721",No Signal,Sedan,2
VIO-004055,2024-12-09 23:01:04,"24.2994,-112.0677",Speeding,Truck,2
VIO-004056,2025-02-17 03:06:31,"-80.5261,-100.7693",Illegal Parking,Bus,3
VIO-004057,2025-05-10 02:03:00,"39.6207,-12.1943",Speeding,Van,1
VIO-004058,2024-12-02 08:29:47,"75.1304,-159.3298",Speeding,Truck,4
VIO-004059,2025-07-29 10:30:47,"8.9896,-45.1759",Illegal Parking,Truck,LOW
VIO-004060,2025-08-14 18:11:07,"-26.5207,141.9092",Speeding,Van,2
VIO-004061,2025-04-14 13:40:49,"8.0871,-154.9461",Illegal Parking,Bus,3
VIO-004062,2025/06/04 17:48:02,"-20.4708,119.7375",No Signal,Van,3
VIO-004063,2025-09-24 20:28:19,"8.7016,151.6269",No Signal,Truck,5
VIO-004064,2024-12-04 13:35:35,"86.0991,8.7914",Red Light,Motorcycle,2
VIO-004065,2024-11-17 04:01:14,"-49.2996,123.9167",No Signal,Motorcycle,4
VIO-004066,2025-09-01 10:20:39,"69.7260,-177.4596",Speeding,Van,
VIO-004067,2025-11-06 12:07:10,"-47.5740,95.3453",Illegal Parking,Motorcycle,2
VIO-004068,2025-09-13 12:24:31,"47.3126,26.4034",Illegal Turn,Truck,4
VIO-004069,2025-07-13 02:31:21,"-61.6796,84.1397",Red Light,Bus,3
VIO-004070,2024-11-25 10:10:46,"79.2111,-28.5539",Red Light,Motorcycle,1
VIO-004071,2025-06-17 13:23:20,"-5.5049,-9.7723",Speeding,Truck,2
VIO-004072,2025-04-14 17:35:17,"-89.3532,-15.5542",Illegal Turn,Van,2
VIO-004073,2024_12_06 13:32:21,"6.7140,157.3682",Illegal Parking,Van,5
VIO-004074,2025-02-28 14:17:18,"59.4595,-50.5126",Illegal Parking,Van,1
VIO-004075,2026-Oct-30 11:00:00,"-75.7097,-101.4307",Illegal Turn,Bus,1
VIO-004076,2025-01-12 23:14:29,"89.5940,100.4409",Illegal Parking,Van,4
VIO-004077,2025-01-08 12:34:02,"72.1657,-134.4209",Illegal Turn,Bus,5
VIO-004078,2025-09-23 03:25:25,"40.6546,-173.0674",Red Light,Motorcycle,1
VIO-004079,2025-04-17 08:45:31,"-26.4922,-60.9619",Red Light,Truck,4
VIO-004080,2025-06-20 20:44:46,"-43.4647,66.2687",Speeding,Sedan,1
VIO-004081,2025-09-29 01:14:18,"-12.7683,-94.2145",No Signal,Motorcycle,2
VIO-004082,2025-10-30 09:06:14,"-47.3543,100.5452",Illegal Parking,Motorcycle,2
VIO-004083,2025-08-16 23:36:31,"1.1132,71.3133",No Signal,Van,2
VIO-004084,2025-04-02 16:39:59,"85.3732,154.0667",No Signal,Sedan,2
VIO-004085,2024-12-19 05:09:45,"44.8418,67.5406",No Signal,Motorcycle,5
VIO-004086,2025-05-27 21:28:39,"-52.8670,-15.4253",No Signal,Truck,3
VIO-004087,2025_09_26 18:35:28,"20.3514,96.2403",Illegal Turn,Van,3
VIO-004088,2025-09-20 03:08:47,"-24.4841,-34.0787",Illegal Parking,Sedan,
VIO-004089,2025-04-18 21:21:37,"27.8898,74.3431",Illegal Parking,Bus,5
VIO-004090,2025-11-02 08:44:06,"-69.4608,-15.5770",Red Light,Motorcycle,5
VIO-004091,2024-12-21 14:28:20,"-89.0193,55.4753",Speeding,Truck,
VIO-004092,2025-09-17 07:41:41,"61.9722,138.4494",No Signal,Sedan,4
VIO-004093,2025-06-20 11:48:33,"-48.8120,-2.2503",Illegal Turn,Van,
VIO-004094,2024-11-14 22:53:37,"-52.3270,-37.7162",Red Light,Bus,5
VIO-004095,2025-09-20 21:59:30,"47.8504,172.1110",Speeding,Truck,2
VIO-004096,2025-09-25 21:15:37,"-84.6179,-104.0740",Speeding,Van,1
VIO-004097,2025-07-12 12:36:12,"54.3175,95.6180",Illegal Parking,Truck,1
VIO-004098,2025-06-01 19:35:54,"43.4916,127.5550",Red Light,Bus,4
VIO-004099,2025-03-28 10:24:02,"24.5552,156.1774",No Signal,Truck,1
VIO-004100,2025-03-11 08:50:47,"-12.3287,142.5172",Illegal Turn,Motorcycle,5
VIO-004101,12/22/24 13:08,"39.3083,-148.0857",Illegal Turn,Truck,5
VIO-004102,2025-10-28 22:24:22,"53.9579,-79.8327",Red Light,Bus,2
VIO-004103,2025-09-01 11:10:15,"12.9365,5.6398",Speeding,Sedan,4
VIO-004104,2024-11-23 11:49:00,"53.3785,-42.2587",Red Light,Bus,5
VIO-004105,2025-05-05 23:33:39,"-53.8373,95.5055",Speeding,Motorcycle,2
VIO-004106,2025-10-30 18:46:58,"-63.3412,99.4055",No Signal,Sedan,2
VIO-004107,2025-10-05 19:57:29,"8.1386,-157.2299",Speeding,Truck,3
VIO-004108,2025-04-30 03:07:31,"38.5405,138.3907",Speeding,Sedan,1
VIO-004109,2025-06-02 07:45:20,"58.9307,-2.1183",Illegal Parking,Bus,3
VIO-004110,2025-04-26 06:15:29,"-83.7099,21.7243",Speeding,Bus,2
VIO-004111,2025-07-01 05:15:23,"43.1463,-120.6717",No Signal,Van,
VIO-004112,2025-10-14 22:59:38,"-34.3289,93.0898",Speeding,Truck,3
VIO-004113,2025-07-10 14:12:30,"-29.2520,-128.8342",Illegal Parking,Bus,2
VIO-004114,2026-Oct-30 11:00:00,"21.3655,-64.7161",No Signal,Motorcycle,1
VIO-004115,2025-10-05 05:02:42,"-34.8251,-55.1227",Speeding,Motorcycle,1
VIO-004116,2026-Oct-30 11:00:00,"-29.0715,-91.3531",Speeding,Truck,
VIO-004117,2025-09-04 22:12:16,"4.3510,-25.2807",illegal turn,Truck,1
VIO-004118,N/A,"8.7826,-37.8326",Illegal Turn,Motorcycle,1
VIO-004119,2025-05-08 13:14:23,"77.9846,119.2463",Illegal Parking,Motorcycle,4
VIO-004120,2025-01-24 03:18:39,"4.7818,-171.2807",No Signal,Sedan,2
VIO-004121,2025-08-01 23:01:40,"-7.4148,12.7042",Red Light,Truck,5
VIO-004122,2025-08-21 21:44:47,"-71.4782,-122.7700",Red Light,Motorcycle,4
VIO-004123,2025-02-27 13:09:34,"-43.7779,58.6417",Illegal Parking,Motorcycle,1
VIO-004124,2025-09-15 14:15:06,"-31.6576,22.9927",Speeding,Sedan,2
VIO-004125,2025-03-17 00:06:36,"40.9240,11.5960",Illegal Parking,Truck,4
VIO-004126,2025-04-17 11:41:47,"-68.1405,-96.4800",Speeding,Van,4
VIO-004127,2025-03-24 03:19:14,"-48.6720,12.7819",Illegal Parking,Sedan,3
VIO-004128,2024-12-05 07:11:52,"87.9466,97.6749",Red Light,Truck,2
VIO-004129,2025-10-18 17:18:42,"-85.1612,40.2690",No Signal,Sedan,4
VIO-004130,2025-01-26 05:23:19,"86.4894,-128.5985",Speeding,Van,3
VIO-004131,2025-06-13 04:33:53,"-87.6947,-30.7584",Speeding,Truck,5
VIO-004132,11/30/24 18:56,"21.0157,-84.2024",No Signal,Van,2
VIO-004133,2025-09-27 02:47:52,"-12.1278,-95.6465",Illegal Turn,Motorcycle,3
VIO-004134,2025-03-07 08:44:06,"-84.7796,145.1142",Illegal Parking,Sedan,
VIO-004135,2025-10-27 04:45:01,"29.1819,-58.3406",Red Light,Van,5
VIO-004136,2025-11-10 15:57:24,"-60.8999,-32.7589",Illegal Parking,Truck,4
VIO-004137,N/A,"-86.9619,-25.3269",No Signal,Motorcycle,5
VIO-004138,2025-05-13 03:40:06,"55.5087,118.8386",Speeding,Motorcycle,4
VIO-004139,2025-05-30 20:31:24,"51.4428,-129.4289",Illegal Turn,Motorcycle,1
VIO-004140,2025-11-10 05:10:28,"5.1302,57.7442",Illegal Parking,Truck,
VIO-004141,2025-04-07 18:46:41,"74.1539,85.8252",Illegal Parking,Bus,4
VIO-004142,2025-03-22 02:19:29,"21.8798,43.2841",No Signal,Truck,2
VIO-004143,2025-01-01 18:36:56,"-25.5144,-119.5597",Speeding,Truck,3
VIO-004144,2025-01-13 00:26:11,"50.3713,132.5363",No Signal,Motorcycle,5
VIO-004145,2025-04-20 21:41:08,"28.0714,1.0714",No Signal,Bus,3
VIO-004146,2025-02-05 07:17:43,"-47.4184,0.8147",Illegal Parking,Motorcycle,1
VIO-004147,2024-12-01 10:30:59,"50.6875,-123.2756",Red Light,Truck,5
VIO-004148,2025-08-12 10:18:45,"-6.3917,-70.2592",Speeding,Truck,2
VIO-004149,2025/22/06 06:36:52,"52.6147,-167.9935",Speeding,Van,5
VIO-004150,2025-11-02 14:22:41,"9.1071,2.4287",No Signal,Bus,2
VIO-004151,2025-03-17 14:46:59,"-60.3728,114.6445",Speeding,Bus,1
VIO-004152,2025-09-07 06:01:37,"8.2668,149.2571",speeding,Van,1
VIO-004153,2025-02-15 04:49:07,"1.7508,-43.9753",No Signal,Van,5
VIO-004154,2025-01-20 11:10:52,"31.4498,1.4423",illegal turn,Sedan,5
VIO-004155,2025-03-26 01:17:54,"3.1898,111.2565",No Signal,Van,5
VIO-004156,2025-09-27 12:04:15,"-20.9205,99.0833",Speeding,Motorcycle,1
VIO-004157,2025-10-23 05:46:13,"9.1651,-141.5551",Red Light,Truck,1
VIO-004158,2025-08-03 04:48:54,"11.1412,-4.8105",Red Light,Van,2
VIO-004159,2025-10-03 23:14:21,"70.2712,129.2508",No Signal,Bus,2
VIO-004160,2025-09-06 01:10:36,"77.5470,111.7759",Speeding,Bus,5
VIO-004161,2024-12-19 09:33:59,"76.8307,45.7556",No Signal,Truck,2
VIO-004162,2025-03-27 06:27:58,"-0.0101,134.6763",Red Light,Truck,5
VIO-004163,2025-03-08 02:10:41,"-39.3110,162.7269",Speeding,Motorcycle,2
VIO-004164,2025-07-12 01:19:05,"-37.7127,-177.7178",No Signal,Sedan,2
VIO-004165,2025-03-09 14:56:47,"70.0625,0.6989",No Signal,Van,5
VIO-004166,2025-05-12 07:28:59,"-48.0583,-146.1315",Illegal Parking,Bus,2
VIO-004167,2025-10-12 12:04:03,"80.5026,111.5730",Illegal Turn,Truck,2
VIO-004168,N/A,,Speeding,Motorcycle,2
VIO-004169,2025-09-18 15:00:21,"13.8674,-122.6076",Illegal Turn,Van,4
VIO-004170,2025-06-16 13:27:08,"22.5486,143.6582",Red Light,Van,3
VIO-004171,2025-04-22 03:43:10,"63.8042,-178.3068",Illegal Parking,Bus,4
VIO-004172,2025-01-13 04:35:16,"-8.5776,-114.8797",No Signal,Bus,5
VIO-004173,2025-04-11 13:30:37,"40.8561,104.2941",Illegal Parking,Truck,1
VIO-004174,2025-03-21 08:08:35,"-8.2963,71.5756",Red Light,Motorcycle,5
VIO-004175,2025-11-07 12:10:08,"31.2358,-89.9397",No Signal,Motorcycle,1
VIO-004176,2025-10-18 04:48:28,"-30.8475,-161.1490",Speeding,Truck,5
VIO-004177,2024-12-24 12:22:52,"-37.8560,34.2139",Illegal Parking,Motorcycle,2
VIO-004178,2024_12_17 05:35:38,"-35.0016,69.9806",Illegal Turn,Motorcycle,1
VIO-004179,2025-07-22 21:56:58,"16.4969,-8.2757",Red Light,Bus,4
VIO-004180,2025-10-23 13:56:02,"-14.3102,-83.5094",Illegal Turn,Bus,3
VIO-004181,2025-09-01 12:29:28,"42.9352,123.1756",No Signal,Truck,HIGH
VIO-004182,2025-02-16 21:41:10,"34.2394,77.3419",Speeding,Van,5
VIO-004183,2025-10-21 20:07:04,"1.1250,162.8319",Speeding,Truck,4
VIO-004184,2025-05-07 21:27:05,"50.7918,144.0838",Illegal Turn,Van,1
VIO-004185,2025-03-27 10:12:59,"-50.4732,27.3262",Speeding,Truck,3
VIO-004186,2025-09-18 09:20:01,"-72.3452,-32.9162",Illegal Parking,Motorcycle,5
VIO-004187,2024-12-28 21:48:49,,Red Light,Truck,1
VIO-004188,2025-07-21 01:40:34,"35.1636,-92.2802",No Signal,Truck,1
VIO-004189,2025-06-16 21:02:11,"18.3273,72.9461",Illegal Turn,Van,2
VIO-004190,2025-07-03 21:36:54,"-68.8661,10.1615",No Signal,Sedan,2
VIO-004191,2025_01_27 13:38:57,,No Signal,Motorcycle,3
VIO-004192,2025-09-12 23:52:37,"59.6533,-172.7120",no signal,Bus,4
VIO-004193,2025-01-30 17:59:35,,No Signal,Motorcycle,1
VIO-004194,2025-06-26 03:38:49,"-54.3310,90.0733",Speeding,Van,
VIO-004195,2025-08-11 08:19:58,"-36.2728,106.9477",Red Light,Bus,4
VIO-004196,2025-03-06 06:52:18,"-0.4649,-48.1647",No Signal,Van,1
VIO-004197,2025-05-21 21:06:16,"-30.8089,81.4140",No Signal,Bus,2
VIO-004198,2025-06-11 04:30:09,"77.1957,-148.6932",Red Light,Motorcycle,3
VIO-004199,2025-08-24 02:03:05,"49.8030,54.9765",Illegal Turn,Bus,3
VIO-004200,2024-11-26 18:10:12,"52.2175,-25.5550",Speeding,Bus,5
VIO-004201,2025-06-14 19:46:56,,No Signal,Bus,5
VIO-004202,2025-10-26 08:05:39,"-9.5350,167.0855",Speeding,Bus,
VIO-004203,2024-11-16 05:23:49,"66.8570,-96.2528",Illegal Turn,Van,1
VIO-004204,2025-10-19 20:19:17,"-13.1704,-140.1573",Illegal Parking,Truck,1
VIO-004205,2025-05-20 19:13:32,"2.5413,-132.5746",Illegal Parking,Van,4
VIO-004206,2025-01-17 03:29:36,,No Signal,Van,5
VIO-004207,2025-10-31 12:35:25,"-7.7786,179.1574",No Signal,Van,2
VIO-004208,2025-07-12 17:26:58,"-38.9683,75.9074",Red Light,Van,4
VIO-004209,2025-03-24 16:50:05,,No Signal,Bus,5
VIO-004210,2025-03-08 22:51:23,"66.4531,66.2070",Illegal Parking,Truck,5
VIO-004211,2025-06-17 20:54:24,"26.2381,-123.6613",Red Light,Sedan,HIGH
VIO-004212,2025_05_14 17:57:50,"13.3068,47.2253",Red Light,Motorcycle,5
VIO-004213,2025-06-09 08:33:32,"5.9113,-44.9281",Red Light,Sedan,4
VIO-004214,2025-04-08 16:52:46,"34.4341,-176.1984",Speeding,Bus,1
VIO-004215,2025-06-28 10:04:27,"32.3504,47.8216",Illegal Parking,Truck,2
VIO-004216,2025-07-18 09:40:32,"35.8075,106.7066",No Signal,Sedan,1
VIO-004217,2024-11-23 11:00:16,"-65.2716,17.9569",Speeding,Sedan,5
VIO-004218,2024-12-13 11:14:45,"52.7091,-156.9438",No Signal,Sedan,4
VIO-004219,2024-11-13 12:18:52,"56.2057,-119.1114",Speeding,Truck,3
VIO-004220,2025-04-04 13:18:49,"-53.4892,-55.4417",Speeding,Truck,4
VIO-004221,2025-05-26 09:55:22,"-40.2397,-176.7659",No Signal,Motorcycle,5
VIO-004222,2025-06-02 08:21:02,"36.2214,-88.6615",No Signal,Bus,2
VIO-004223,2025-01-06 23:24:55,"55.5456,-51.8789",Illegal Parking,Motorcycle,3
VIO-004224,2024-12-26 22:13:56,"-80.1938,75.3617",Illegal Turn,Sedan,1
VIO-004225,2025-02-15 10:02:17,"68.2101,66.0946",Illegal Turn,Truck,4
VIO-004226,2025_05_10 17:37:16,"-47.3149,-109.0391",Red Light,Sedan,3
VIO-004227,2025-08-31 21:23:46,"-85.9746,-164.8758",No Signal,Sedan,1
VIO-004228,2025-03-12 21:56:32,,Red Light,Sedan,3
VIO-004229,2025-02-09 09:06:53,"-69.3202,-117.8553",No Signal,Bus,5
VIO-004230,02/06/25 16:01,,Illegal Turn,Truck,4
VIO-004231,2025-05-19 20:37:34,"47.7940,13.3938",No Signal,Van,2
VIO-004232,2025-07-30 08:50:39,"-26.1999,-164.9091",Illegal Turn,Sedan,1
VIO-004233,2025_02_08 13:34:05,"33.0638,128.6838",Illegal Turn,Motorcycle,5
VIO-004234,2024_12_21 22:09:52,"-17.5304,-128.1421",No Signal,Van,4
VIO-004235,2025-07-02 13:39:11,"67.9374,86.6438",Illegal Turn,Motorcycle,1
VIO-004236,2025-04-30 13:44:56,"-67.9622,-83.3795",Illegal Parking,Sedan,
VIO-004237,2025-09-28 05:40:16,"58.4077,-88.0918",Red Light,Truck,2
VIO-004238,2025-06-26 10:54:02,"60.4394,83.7136",Speeding,Truck,5
VIO-004239,2025-07-08 15:35:55,"45.0779,8.2556",Red Light,Van,4
VIO-004240,2024-11-16 13:11:16,"-2.0663,-120.0907",Red Light,Sedan,3
VIO-004241,2025-08-18 10:00:54,"-14.7102,120.3044",Illegal Parking,Bus,3
VIO-004242,2025-06-27 19:06:10,"-5.1422,99.3495",No Signal,Motorcycle,3
VIO-004243,2025-02-28 08:59:35,"6.5560,117.8282",Red Light,Truck,3
VIO-004244,N/A,"-37.5603,39.9697",No Signal,Motorcycle,2
VIO-004245,2025-03-02 15:10:13,"55.7802,167.2821",Red Light,Motorcycle,1
VIO-004246,2025-08-27 09:31:55,"79.2170,139.6893",Illegal Parking,Bus,3
VIO-004247,2025-07-23 04:08:01,"-41.3892,-66.6751",No Signal,Van,1
VIO-004248,2024-12-19 01:22:01,"-67.1685,72.0653",No Signal,Motorcycle,4
VIO-004249,2025-02-03 18:51:57,"85.6309,-63.5792",Red Light,Bus,3
VIO-004250,2025-11-07 21:41:34,"-9.7025,-136.8915",Speeding,Bus,2
VIO-004251,2025-04-19 14:46:57,"3.2275,-62.7917",No Signal,Bus,3
VIO-004252,2025-02-10 05:52:02,"20.0768,16.8203",Speeding,Truck,3
VIO-004253,2025-04-17 15:20:26,"76.4459,-36.0989",Red Light,Sedan,5
VIO-004254,2025-10-31 01:47:44,"18.0381,-124.8156",No Signal,Sedan,4
VIO-004255,2025-03-26 02:02:53,"22.9187,13.3466",Red Light,Van,5
VIO-004256,2025-06-29 16:39:06,"-48.0655,-154.6813",Speeding,Van,2
VIO-004257,2025-04-28 08:31:33,,Speeding,Van,4
VIO-004258,2025-10-04 21:10:26,"-64.2828,0.8654",red light,Motorcycle,3
VIO-004259,2025-09-08 20:47:45,,Illegal Turn,Motorcycle,5
VIO-004260,2025-01-31 04:54:46,"-56.9668,173.1238",No Signal,Sedan,2
VIO-004261,2025-03-18 12:33:24,"63.2003,6.1941",No Signal,Van,3
VIO-004262,2025-10-08 14:54:41,"25.5244,172.0818",Illegal Turn,Motorcycle,1
VIO-004263,2024/15/12 11:16:10,"-29.5570,-76.9034",Illegal Parking,Bus,4
VIO-004264,2025-08-20 07:52:33,"-76.4895,-62.2686",Illegal Parking,Sedan,LOW
