Violation ID,Timestamp,Location,Violation Type,Vehicle Type,Severity,Violation_Type_Code
VIO-004087,2025-01-18 05:40:25,"-26.3826,-179.6039",SPEEDING,Sedan,3.0,3
VIO-004088,2025-03-19 00:26:01,"-75.8740,159.5933",RED LIGHT,Truck,1.0,5
VIO-004089,2025-01-16 15:11:09,"-60.0301,-15.4808",RED LIGHT,Sedan,5.0,5
VIO-004090,2025-07-07 03:55:31,"84.1870,-108.5222",ILLEGAL TURN,Van,5.0,4
VIO-004091,2025-07-02 12:37:18,"14.5974,-62.5487",RED LIGHT,Truck,1.0,5
VIO-004092,2024-10-28 21:47:06,"57.5646,137.8374",RED LIGHT,Sedan,4.0,5
VIO-004093,2025-06-09 05:26:00,"-39.1429,134.6344",ILLEGAL TURN,Sedan,2.0,4
VIO-004094,2025-03-20 17:54:37,"2.4333,-13.7328",NO SIGNAL,Van,5.0,2
VIO-004095,2025-07-09 10:50:02,"-18.8821,116.1649",RED LIGHT,Motorcycle,3.0,5
VIO-004096,2024-10-22 02:23:35,"-18.1089,-100.7126",SPEEDING,Bus,5.0,3
VIO-004097,2024-12-25 03:55:53,UNKNOWN,ILLEGAL TURN,Motorcycle,3.0,4
VIO-004098,2025-01-04 02:56:00,"61.5812,131.0126",RED LIGHT,Motorcycle,3.0,5
VIO-004100,2024-12-25 05:17:34,"-38.4210,15.7556",ILLEGAL TURN,Van,3.0,4
VIO-004101,2025-09-19 00:05:02,"77.6997,-13.4684",ILLEGAL PARKING,Sedan,2.0,1
VIO-004102,2024-11-16 20:25:11,"50.6751,43.1386",ILLEGAL TURN,Truck,2.0,4
VIO-004103,2025-05-12 02:12:49,"61.3408,132.0746",RED LIGHT,Sedan,5.0,5
VIO-004105,2025-05-06 20:28:51,"-70.9647,-51.5698",ILLEGAL TURN,Truck,1.0,4
VIO-004106,2025-03-14 13:53:13,"-47.1419,36.3406",RED LIGHT,Motorcycle,3.0,5
VIO-004107,2025-09-11 21:57:59,"72.8201,-145.8213",NO SIGNAL,Motorcycle,1.0,2
VIO-004108,2025-09-15 07:19:42,"-44.9930,64.2417",SPEEDING,Bus,5.0,3
VIO-004109,2024-10-28 22:43:40,"89.6992,85.2092",SPEEDING,Motorcycle,1.0,3
VIO-004110,2025-01-07 07:43:02,"54.4473,163.3461",RED LIGHT,Sedan,5.0,5
VIO-004111,2025-06-09 15:56:00,"16.0974,29.7812",RED LIGHT,Van,4.0,5
VIO-004112,2025-01-22 15:42:47,"29.9191,103.8180",NO SIGNAL,Motorcycle,2.0,2
VIO-004113,2025-08-27 15:42:34,"-17.3443,-7.0221",RED LIGHT,Motorcycle,2.0,5
VIO-004114,2025-06-02 03:16:17,"32.2901,53.9830",ILLEGAL PARKING,Van,3.0,1
VIO-004115,2025-05-25 06:47:41,"60.9132,170.7102",RED LIGHT,Motorcycle,5.0,5
VIO-004116,2025-06-01 23:41:57,"-83.2606,135.9065",SPEEDING,Van,5.0,3
VIO-004117,2025-09-12 15:49:59,"7.6865,163.6586",SPEEDING,Bus,3.0,3
VIO-004118,2025-09-07 14:35:02,"37.8216,-120.4408",RED LIGHT,Bus,3.0,5
VIO-004119,2026-10-30 11:00:00,"-71.0473,41.5829",NO SIGNAL,Bus,2.0,2
VIO-004121,2025-09-28 09:43:46,"89.3896,127.4163",RED LIGHT,Truck,1.0,5
VIO-004122,2024-12-05 05:08:02,UNKNOWN,RED LIGHT,Bus,3.0,5
VIO-004123,2025-02-19 08:33:25,"-43.3923,76.0668",SPEEDING,Truck,4.0,3
VIO-004125,2025-03-18 19:06:13,"-15.4499,-53.9036",ILLEGAL TURN,Bus,5.0,4
VIO-004126,2025-08-19 12:49:31,"11.3447,-58.2104",SPEEDING,Sedan,1.0,3
VIO-004127,2025-01-25 03:08:21,"89.0078,-66.3739",NO SIGNAL,Sedan,5.0,2
VIO-004128,2025-10-10 07:39:40,"5.9809,157.2251",NO SIGNAL,Motorcycle,2.0,2
VIO-004129,2025-02-10 16:08:14,"62.9000,-62.1911",ILLEGAL PARKING,Motorcycle,2.0,1
VIO-004130,2024-11-26 02:54:29,"63.9462,-129.2758",RED LIGHT,Bus,3.0,5
VIO-004131,2025-07-09 11:09:12,"70.3686,58.1856",ILLEGAL PARKING,Truck,4.0,1
VIO-004132,2024-12-26 09:48:40,"62.0804,-47.9283",ILLEGAL TURN,Van,4.0,4
VIO-004133,2025-04-07 14:50:11,"-42.9148,165.1010",SPEEDING,Truck,4.0,3
VIO-004134,2024-12-30 19:39:12,UNKNOWN,RED LIGHT,Truck,3.0,5
VIO-004136,2025-02-26 17:29:13,"-35.5624,12.4410",ILLEGAL TURN,Motorcycle,5.0,4
VIO-004137,2025-04-03 23:38:47,"-16.0831,171.0475",ILLEGAL PARKING,Van,5.0,1
VIO-004138,2025-05-09 11:42:03,"-20.3173,23.8277",ILLEGAL PARKING,Sedan,3.0,1
VIO-004139,2025-10-01 04:48:40,"-70.6938,-34.9072",SPEEDING,Sedan,5.0,3
VIO-004140,2025-04-04 17:04:37,"80.7917,33.9600",RED LIGHT,Motorcycle,4.0,5
VIO-004141,2024-11-10 01:52:19,"-81.4117,177.4787",RED LIGHT,Bus,2.0,5
VIO-004143,2025-09-13 23:27:28,UNKNOWN,NO SIGNAL,Sedan,3.0,2
VIO-004144,2025-02-10 05:04:59,"-73.7820,-160.6551",NO SIGNAL,Van,2.0,2
VIO-004145,2025-09-14 15:42:31,"60.8510,-113.6399",ILLEGAL TURN,Sedan,3.0,4
VIO-004146,2025-01-16 02:57:29,"16.3553,132.1574",RED LIGHT,Sedan,2.0,5
VIO-004147,2025-02-13 13:46:00,"82.9256,-88.6939",ILLEGAL TURN,Sedan,4.0,4
VIO-004148,2025-01-03 03:57:36,"-69.6703,-78.8245",NO SIGNAL,Van,5.0,2
VIO-004149,2025-06-01 05:22:01,"-23.3458,65.5524",RED LIGHT,Van,5.0,5
VIO-004150,2025-04-20 18:03:09,"-9.0579,-72.7373",ILLEGAL PARKING,Truck,5.0,1
VIO-004151,2024-10-29 15:00:27,"7.5221,168.4085",RED LIGHT,Motorcycle,5.0,5
VIO-004153,2025-08-31 21:28:30,"84.9119,151.3466",RED LIGHT,Truck,2.0,5
VIO-004154,2025-04-12 02:06:24,"35.5033,55.7114",NO SIGNAL,Van,4.0,2
VIO-004155,2025-03-08 03:45:37,"74.1951,107.3201",SPEEDING,Truck,1.0,3
VIO-004157,2024-12-29 00:44:21,"66.3067,157.1785",ILLEGAL PARKING,Sedan,5.0,1
VIO-004158,2024-11-10 06:46:03,"-6.2167,-40.1046",NO SIGNAL,Bus,5.0,2
VIO-004159,2024-10-31 06:16:31,"49.1171,14.7648",RED LIGHT,Sedan,4.0,5
VIO-004160,2025-09-23 02:54:33,UNKNOWN,RED LIGHT,Truck,2.0,5
VIO-004161,2025-07-23 22:31:00,"83.4015,32.4797",RED LIGHT,Truck,4.0,5
VIO-004162,2024-11-26 15:16:07,"55.5715,63.4747",ILLEGAL TURN,Sedan,2.0,4
VIO-004163,2025-04-27 23:14:46,"49.5327,30.0917",NO SIGNAL,Truck,5.0,2
VIO-004164,2025-06-23 06:48:04,"-15.6076,-163.1002",NO SIGNAL,Sedan,4.0,2
VIO-004165,2025-06-13 02:15:29,"-48.1515,-1.5913",SPEEDING,Truck,4.0,3
VIO-004167,2024-10-29 05:59:09,"53.2112,-20.1862",ILLEGAL TURN,Truck,5.0,4
VIO-004168,2025-07-08 08:55:17,"-79.0586,81.3843",ILLEGAL TURN,Van,1.0,4
VIO-004169,2025-04-29 16:17:29,"-66.7587,-50.7893",NO SIGNAL,Bus,3.0,2
VIO-004170,2024-11-12 10:21:13,"37.5845,-29.3607",SPEEDING,Bus,1.0,3
VIO-004171,2025-10-15 11:18:58,"55.7357,-88.5891",ILLEGAL PARKING,Motorcycle,5.0,1
VIO-004173,2024-10-25 18:22:24,"58.0657,2.0126",ILLEGAL PARKING,Bus,4.0,1
VIO-004174,2024-11-26 12:24:08,"-8.1139,-33.5354",ILLEGAL TURN,Van,2.0,4
VIO-004175,2025-10-02 02:46:15,"64.3154,177.2966",ILLEGAL TURN,Bus,2.0,4
VIO-004177,2025-07-28 21:37:54,"-84.4861,-11.3813",ILLEGAL TURN,Bus,5.0,4
VIO-004178,2025-09-09 20:13:24,UNKNOWN,SPEEDING,Van,4.0,3
VIO-004179,2025-06-25 22:55:42,"-57.4847,-93.6650",ILLEGAL TURN,Truck,2.0,4
VIO-004180,2024-10-28 12:02:09,"18.7626,14.2456",SPEEDING,Sedan,2.0,3
VIO-004181,2025-03-29 06:37:17,"19.9648,161.9812",ILLEGAL TURN,Van,5.0,4
VIO-004183,2025-02-22 03:30:02,"-29.9400,-3.5849",RED LIGHT,Van,4.0,5
VIO-004184,2025-09-05 23:04:50,"34.6764,-147.1989",ILLEGAL PARKING,Sedan,3.0,1
VIO-004185,2025-08-15 08:22:53,"5.8108,44.9023",ILLEGAL TURN,Motorcycle,2.0,4
VIO-004186,2025-02-17 02:54:38,"14.8177,-38.7923",NO SIGNAL,Motorcycle,4.0,2
VIO-004187,2025-05-12 04:33:47,"24.4083,-3.0795",SPEEDING,Van,1.0,3
VIO-004188,2026-10-30 11:00:00,"48.4714,44.2053",ILLEGAL TURN,Sedan,5.0,4
VIO-004189,2025-07-13 04:00:59,"-3.7621,-77.2729",NO SIGNAL,Bus,2.0,2
VIO-004190,2025-09-06 12:31:15,"-10.9404,-54.2567",RED LIGHT,Van,4.0,5
VIO-004191,2025-03-31 06:48:16,"2.4098,-179.9129",NO SIGNAL,Truck,3.0,2
VIO-004192,2025-05-10 04:17:03,"-13.9484,178.8283",ILLEGAL TURN,Motorcycle,5.0,4
VIO-004193,2025-04-25 00:06:00,"-65.3526,-111.7593",RED LIGHT,Bus,3.0,5
VIO-004194,2024-12-09 12:53:27,"37.7031,-50.9649",ILLEGAL TURN,Motorcycle,1.0,4
VIO-004195,2025-02-10 15:07:46,"-34.3145,98.3768",RED LIGHT,Motorcycle,2.0,5
VIO-004196,2025-09-15 18:39:14,"-42.5804,17.0122",ILLEGAL PARKING,Truck,4.0,1
VIO-004197,2025-07-12 15:10:37,"-39.9168,88.4140",NO SIGNAL,Motorcycle,5.0,2
VIO-004198,2024-12-31 19:24:49,"73.6517,153.4514",SPEEDING,Sedan,2.0,3
VIO-004199,2025-03-03 15:15:29,"-85.6336,175.3292",ILLEGAL TURN,Truck,4.0,4
VIO-004200,2025-03-28 16:36:26,"68.6451,-164.9000",ILLEGAL TURN,Van,3.0,4
VIO-004201,2025-09-28 07:55:08,"-52.5330,-168.0609",ILLEGAL TURN,Motorcycle,1.0,4
VIO-004202,2024-11-12 12:51:05,"33.5249,89.8470",SPEEDING,Truck,5.0,3
VIO-004203,2025-09-18 15:02:55,"-68.2260,89.7075",NO SIGNAL,Motorcycle,4.0,2
VIO-004204,2025-01-20 14:39:06,"-57.0813,13.7352",ILLEGAL PARKING,Bus,2.0,1
VIO-004205,2025-07-14 11:30:22,"-53.5686,-9.2794",RED LIGHT,Motorcycle,2.0,5
VIO-004206,2025-07-08 03:00:43,"57.0076,-138.6955",ILLEGAL PARKING,Van,1.0,1
VIO-004207,2025-01-20 02:02:58,"52.6575,175.7077",NO SIGNAL,Motorcycle,2.0,2
VIO-004208,2025-03-23 10:42:23,"69.3794,-110.7913",NO SIGNAL,Truck,1.0,2
VIO-004209,2025-07-11 09:00:47,"32.2328,89.7506",ILLEGAL PARKING,Truck,5.0,1
VIO-004210,2025-02-07 01:43:50,"49.3465,-65.9770",RED LIGHT,Van,3.0,5
VIO-004211,2025-06-21 17:21:00,"6.1986,64.9375",ILLEGAL TURN,Truck,1.0,4
VIO-004212,2024-12-31 21:26:00,"48.5233,120.6753",ILLEGAL TURN,Van,4.0,4
VIO-004213,2025-02-08 09:17:03,"-44.7592,-175.8332",NO SIGNAL,Truck,3.0,2
VIO-004214,2025-07-13 22:46:49,"64.4189,-17.0518",ILLEGAL TURN,Sedan,1.0,4
VIO-004215,2025-09-04 10:40:42,"10.8842,166.7890",ILLEGAL PARKING,Bus,1.0,1
VIO-004216,2025-04-16 18:23:20,"86.9419,24.4569",ILLEGAL PARKING,Bus,2.0,1
VIO-004217,2025-06-27 18:26:46,"-39.0383,143.8282",ILLEGAL PARKING,Van,3.0,1
VIO-004218,2025-02-10 15:08:27,"-17.2134,-130.3661",RED LIGHT,Van,5.0,5
VIO-004219,2025-08-14 21:44:43,"68.2856,97.9744",NO SIGNAL,Van,1.0,2
VIO-004220,2025-05-12 23:53:37,UNKNOWN,ILLEGAL TURN,Sedan,3.0,4
VIO-004221,2025-03-14 14:29:49,"48.4919,161.9803",ILLEGAL PARKING,Truck,2.0,1
VIO-004222,2025-01-16 11:57:20,"59.4441,-164.4789",NO SIGNAL,Van,3.0,2
VIO-004223,2025-07-04 00:45:56,"87.4949,-71.7829",SPEEDING,Van,2.0,3
VIO-004224,2025-05-26 06:11:47,"-76.2963,84.7902",ILLEGAL PARKING,Sedan,4.0,1
VIO-004225,2025-08-05 20:30:36,"37.4130,11.1311",ILLEGAL PARKING,Bus,5.0,1
VIO-004227,2025-10-05 14:30:07,"-37.1146,153.7708",ILLEGAL TURN,Truck,3.0,4
VIO-004228,2025-03-27 01:09:17,"18.7534,156.5234",NO SIGNAL,Motorcycle,5.0,2
VIO-004230,2025-06-11 01:36:26,"-72.0145,-99.7040",ILLEGAL PARKING,Sedan,3.0,1
VIO-004231,2025-02-02 04:41:58,"5.2848,-22.5661",NO SIGNAL,Motorcycle,2.0,2
VIO-004233,2024-11-17 23:11:23,"-47.6751,73.6964",ILLEGAL PARKING,Bus,5.0,1
VIO-004234,2025-05-23 01:05:43,"-85.0073,119.3553",ILLEGAL PARKING,Motorcycle,1.0,1
VIO-004235,2025-08-10 07:41:36,UNKNOWN,ILLEGAL PARKING,Sedan,3.0,1
VIO-004237,2025-05-02 18:45:19,"24.6029,73.1718",SPEEDING,Sedan,5.0,3
VIO-004238,2024-11-20 02:29:47,"-44.4914,-75.2891",ILLEGAL TURN,Motorcycle,1.0,4
VIO-004239,2025-02-09 12:07:38,"53.4564,-101.1184",NO SIGNAL,Motorcycle,1.0,2
VIO-004240,2024-10-20 11:51:50,"-34.8793,-169.7867",RED LIGHT,Van,1.0,5
VIO-004241,2025-06-19 15:53:21,"7.7683,-90.5773",NO SIGNAL,Bus,5.0,2
VIO-004242,2025-06-26 04:24:16,"81.3893,-142.3654",ILLEGAL PARKING,Motorcycle,3.0,1
VIO-004243,2024-12-09 02:53:28,"4.2078,-108.5302",NO SIGNAL,Bus,3.0,2
VIO-004244,2025-09-18 00:09:29,"-59.5979,53.7412",RED LIGHT,Van,1.0,5
VIO-004245,2025-06-01 22:01:37,"74.8152,70.8031",ILLEGAL TURN,Truck,4.0,4
VIO-004246,2025-01-18 02:52:39,"0.9433,99.2759",ILLEGAL TURN,Van,1.0,4
VIO-004247,2025-08-02 11:47:00,"-27.5452,-98.2331",ILLEGAL TURN,Sedan,1.0,4
VIO-004248,2025-01-25 05:16:25,"-43.4518,-155.7420",SPEEDING,Motorcycle,3.0,3
VIO-004249,2025-03-22 01:12:21,"81.7439,51.1925",RED LIGHT,Sedan,5.0,5
VIO-004250,2025-08-23 18:27:21,"-6.4797,-35.7069",NO SIGNAL,Van,1.0,2
VIO-004251,2025-04-18 04:47:41,"1.2621,129.3163",NO SIGNAL,Motorcycle,2.0,2
VIO-004252,2025-07-23 00:23:52,"69.1317,15.1495",ILLEGAL TURN,Truck,1.0,4
VIO-004253,2025-02-01 08:52:01,"-17.5604,57.1040",NO SIGNAL,Van,1.0,2
VIO-004254,2025-04-12 01:24:04,"-52.2810,156.2250",SPEEDING,Motorcycle,4.0,3
VIO-004255,2025-09-28 06:20:37,"-25.8938,-154.6648",ILLEGAL PARKING,Motorcycle,3.0,1
VIO-004256,2025-01-19 05:35:03,"-64.7571,31.0605",ILLEGAL TURN,Van,5.0,4
VIO-004257,2025-03-07 22:05:10,"-5.8981,-147.1915",RED LIGHT,Motorcycle,1.0,5
VIO-004258,2026-10-30 11:00:00,"65.9025,-131.9875",ILLEGAL PARKING,Truck,2.0,1
VIO-004259,2025-03-02 18:54:18,"-22.9413,107.0217",SPEEDING,Truck,2.0,3
VIO-004261,2026-10-30 11:00:00,"-21.2943,-161.4689",RED LIGHT,Bus,1.0,5
VIO-004263,2025-03-01 03:52:03,"11.5330,-38.9978",RED LIGHT,Bus,1.0,5
VIO-004265,2025-05-17 10:07:58,"-33.7122,-119.0634",NO SIGNAL,Bus,1.0,2
VIO-004266,2025-08-22 16:33:48,"-60.6906,-30.8105",SPEEDING,Motorcycle,4.0,3
VIO-004267,2024-11-14 04:00:48,"15.0930,42.3277",ILLEGAL TURN,Motorcycle,5.0,4
VIO-004268,2025-04-15 19:08:39,"-31.8895,26.8128",ILLEGAL TURN,Sedan,1.0,4
VIO-004269,2024-12-17 22:52:56,UNKNOWN,ILLEGAL TURN,Sedan,2.0,4
VIO-004270,2024-11-20 21:45:12,"-16.6580,-15.7572",ILLEGAL TURN,Bus,3.0,4
VIO-004271,2025-01-01 23:14:28,"-41.7873,-84.5989",SPEEDING,Van,5.0,3
VIO-004272,2025-10-18 05:41:02,"-48.3697,66.0904",SPEEDING,Truck,3.0,3
VIO-004273,2024-11-19 16:05:29,UNKNOWN,ILLEGAL PARKING,Motorcycle,3.0,1
VIO-004274,2025-08-12 13:42:33,"-48.1256,-102.6642",NO SIGNAL,Van,5.0,2
VIO-004276,2025-06-12 17:31:55,UNKNOWN,NO SIGNAL,Van,1.0,2
VIO-004277,2025-03-08 20:52:40,"1.5289,177.3066",NO SIGNAL,Bus,3.0,2
VIO-004278,2025-05-05 02:54:48,UNKNOWN,NO SIGNAL,Truck,3.0,2
VIO-004279,2025-01-15 18:24:53,"60.1994,-102.0576",SPEEDING,Motorcycle,2.0,3
VIO-004280,2025-08-15 19:02:48,"-65.6570,49.5383",SPEEDING,Bus,3.0,3
VIO-004281,2025-10-12 09:56:41,"1.9549,-71.4391",NO SIGNAL,Truck,4.0,2
VIO-004282,2025-01-11 02:34:33,"-78.5445,11.9644",ILLEGAL TURN,Truck,3.0,4
VIO-004283,2025-07-15 20:09:09,"-50.3140,121.1172",NO SIGNAL,Truck,1.0,2
VIO-004284,2025-04-09 11:51:43,"-20.0880,-91.3608",SPEEDING,Bus,4.0,3
VIO-004285,2024-11-26 06:42:21,"15.7593,49.6431",RED LIGHT,Bus,3.0,5
VIO-004286,2025-09-25 07:49:10,"44.3465,81.8677",NO SIGNAL,Bus,5.0,2
VIO-004287,2025-10-12 19:17:00,"86.7595,-139.3492",RED LIGHT,Motorcycle,3.0,5
VIO-004288,2025-07-04 04:56:04,UNKNOWN,SPEEDING,Sedan,5.0,3
VIO-004289,2025-06-30 14:50:17,"-67.3015,-174.4582",ILLEGAL PARKING,Truck,5.0,1
VIO-004290,2025-07-08 08:24:07,"17.9316,158.2549",NO SIGNAL,Sedan,5.0,2
VIO-004291,2025-09-02 18:22:01,"30.3868,179.1026",RED LIGHT,Sedan,5.0,5
VIO-004292,2025-02-12 16:09:01,"58.6334,-64.2269",ILLEGAL TURN,Sedan,1.0,4
VIO-004293,2024-11-04 08:02:33,"-33.3730,-30.4475",ILLEGAL TURN,Truck,1.0,4
VIO-004294,2025-07-16 22:00:00,UNKNOWN,SPEEDING,Sedan,2.0,3
VIO-004295,2024-10-19 07:03:03,"78.9710,-66.8470",ILLEGAL PARKING,Motorcycle,1.0,1
VIO-004296,2025-06-10 04:47:05,"-4.3824,24.8216",ILLEGAL PARKING,Sedan,4.0,1
VIO-004297,2025-06-01 18:43:41,"27.6317,-78.6555",ILLEGAL TURN,Truck,5.0,4
VIO-004298,2025-02-15 21:09:26,"20.2164,-9.7380",SPEEDING,Bus,4.0,3
VIO-004299,2024-12-14 00:16:08,"25.6825,167.8172",SPEEDING,Motorcycle,3.0,3
VIO-004300,2025-08-01 06:20:53,"89.2508,-134.7296",RED LIGHT,Motorcycle,3.0,5
VIO-004301,2025-09-24 17:55:03,"-70.5201,-14.3795",ILLEGAL PARKING,Motorcycle,1.0,1
VIO-004302,2025-04-14 18:55:34,"64.2127,-14.5296",RED LIGHT,Sedan,2.0,5
VIO-004303,2025-05-20 12:17:51,"-86.7197,156.9525",RED LIGHT,Van,2.0,5
VIO-004304,2025-07-12 23:08:33,"29.4906,177.6157",NO SIGNAL,Truck,4.0,2
VIO-004305,2025-03-19 20:17:01,UNKNOWN,ILLEGAL PARKING,Truck,4.0,1
VIO-004306,2024-11-06 07:07:58,"-69.6862,-22.6376",SPEEDING,Van,2.0,3
VIO-004308,2025-02-06 02:07:38,"72.7514,-26.4719",ILLEGAL PARKING,Van,1.0,1
VIO-004309,2025-09-11 13:52:32,"-14.2672,44.9106",NO SIGNAL,Bus,4.0,2
VIO-004310,2025-04-25 06:39:09,"-3.9097,-22.0136",ILLEGAL TURN,Sedan,1.0,4
VIO-004311,2025-02-07 22:21:15,"11.4103,28.7135",SPEEDING,Bus,5.0,3
VIO-004312,2025-05-19 00:49:46,"-34.7616,-32.1788",RED LIGHT,Van,4.0,5
VIO-004313,2024-10-30 04:00:28,"-11.1439,124.9154",NO SIGNAL,Truck,5.0,2
VIO-004314,2024-12-17 10:16:55,"81.8314,-9.9057",ILLEGAL PARKING,Sedan,5.0,1
VIO-004315,2026-10-30 11:00:00,"10.0580,-135.5083",ILLEGAL PARKING,Van,1.0,1
VIO-004316,2024-11-16 12:31:38,"40.8851,-154.5193",RED LIGHT,Sedan,1.0,5
VIO-004317,2025-04-30 13:49:09,"56.5784,-104.2261",RED LIGHT,Sedan,3.0,5
VIO-004318,2024-12-09 11:53:00,"-82.2706,10.6710",ILLEGAL PARKING,Truck,4.0,1
VIO-004319,2024-10-26 05:54:17,UNKNOWN,ILLEGAL PARKING,Van,1.0,1
VIO-004321,2024-11-10 09:40:02,"-42.1616,-108.5693",ILLEGAL PARKING,Van,3.0,1
VIO-004322,2025-07-23 22:55:56,"-24.5956,-53.1446",NO SIGNAL,Sedan,3.0,2
VIO-004323,2025-05-01 23:22:06,"-57.3943,108.0319",SPEEDING,Van,2.0,3
VIO-004324,2025-03-13 08:24:39,"-8.8481,-0.2300",RED LIGHT,Bus,1.0,5
VIO-004326,2025-02-01 02:51:11,"-81.8947,147.6492",SPEEDING,Motorcycle,2.0,3
VIO-004327,2025-07-30 08:55:08,"-52.1683,-30.8529",RED LIGHT,Truck,1.0,5
VIO-004328,2024-11-29 08:10:42,"-4.0571,119.8680",SPEEDING,Truck,3.0,3
VIO-004329,2024-10-21 06:28:00,"-37.8148,58.8064",ILLEGAL PARKING,Truck,1.0,1
VIO-004330,2025-10-05 01:47:21,"61.5814,76.5261",NO SIGNAL,Bus,1.0,2
VIO-004331,2025-09-10 13:22:33,"-65.3939,97.7610",NO SIGNAL,Truck,3.0,2
VIO-004333,2025-07-07 00:47:41,"36.4676,-174.6263",ILLEGAL TURN,Sedan,1.0,4
VIO-004334,2024-12-10 17:55:24,"-86.9152,66.9968",NO SIGNAL,Van,5.0,2
VIO-004336,2024-11-24 22:31:35,"-1.7598,58.9929",ILLEGAL PARKING,Truck,4.0,1
VIO-004337,2024-12-28 01:22:43,"89.8669,141.6729",NO SIGNAL,Bus,3.0,2
VIO-004338,2025-09-12 11:26:18,"-44.2259,-160.9496",RED LIGHT,Truck,5.0,5
VIO-004339,2026-10-30 11:00:00,"-14.9545,-57.7286",RED LIGHT,Motorcycle,3.0,5
VIO-004343,2024-10-31 17:10:53,"3.3346,-45.0360",NO SIGNAL,Motorcycle,1.0,2
VIO-004344,2025-01-08 19:46:39,"54.7551,-89.8409",ILLEGAL PARKING,Truck,4.0,1
VIO-004346,2025-03-25 00:18:23,"37.4267,169.3184",NO SIGNAL,Sedan,1.0,2
VIO-004347,2025-04-03 08:22:28,"64.4680,170.6740",RED LIGHT,Truck,2.0,5
VIO-004348,2025-06-09 08:34:14,UNKNOWN,NO SIGNAL,Sedan,1.0,2
VIO-004349,2025-07-05 10:30:34,"-21.8195,32.8612",NO SIGNAL,Van,4.0,2
VIO-004351,2025-02-06 06:38:39,"31.4515,-23.2930",NO SIGNAL,Motorcycle,1.0,2
VIO-004352,2025-07-03 03:42:33,"63.8212,-102.3539",RED LIGHT,Truck,3.0,5
VIO-004354,2025-02-27 10:58:24,UNKNOWN,SPEEDING,Truck,2.0,3
VIO-004356,2024-11-24 00:33:23,"-48.2762,-160.6817",SPEEDING,Truck,1.0,3
VIO-004357,2025-02-21 20:31:04,"5.7350,40.8429",NO SIGNAL,Sedan,4.0,2
VIO-004358,2025-01-30 15:35:42,"66.1719,-1.0227",SPEEDING,Sedan,5.0,3
VIO-004359,2024-12-20 19:07:23,"22.3609,129.3907",RED LIGHT,Truck,4.0,5
VIO-004360,2025-04-23 16:26:48,"-13.8103,174.8941",ILLEGAL PARKING,Van,4.0,1
VIO-004361,2024-12-15 16:23:55,"72.8762,31.8735",SPEEDING,Bus,5.0,3
VIO-004364,2024-12-21 09:58:54,"-62.8775,18.3890",RED LIGHT,Sedan,5.0,5
VIO-004365,2025-09-24 12:50:32,"26.8029,-179.4868",RED LIGHT,Sedan,4.0,5
VIO-004366,2025-08-04 22:04:43,"52.2203,176.8696",RED LIGHT,Van,3.0,5
VIO-004367,2024-11-13 08:30:14,"-52.8216,-145.8508",NO SIGNAL,Truck,1.0,2
VIO-004368,2025-07-06 05:56:58,"-77.4634,43.3205",ILLEGAL PARKING,Sedan,1.0,1
VIO-004369,2024-11-24 19:47:41,"-51.1411,-66.0021",NO SIGNAL,Van,3.0,2
VIO-004370,2024-11-21 20:38:26,"-69.9873,-126.5797",ILLEGAL TURN,Truck,4.0,4
VIO-004372,2025-08-19 04:32:06,"67.9762,179.4836",RED LIGHT,Motorcycle,3.0,5
VIO-004373,2025-02-22 14:40:55,UNKNOWN,SPEEDING,Motorcycle,2.0,3
VIO-004374,2025-03-29 17:36:00,UNKNOWN,SPEEDING,Bus,4.0,3
VIO-004375,2025-05-10 16:15:10,"-88.1719,159.0914",RED LIGHT,Truck,3.0,5
VIO-004376,2025-08-24 10:41:57,"-6.0929,-58.8689",ILLEGAL PARKING,Sedan,4.0,1
VIO-004377,2025-03-04 01:54:17,"23.8602,108.6150",ILLEGAL PARKING,Bus,3.0,1
VIO-004378,2024-12-08 23:08:54,"41.3074,-87.3900",ILLEGAL TURN,Van,4.0,4
VIO-004380,2025-03-24 12:52:48,"11.8360,-33.2314",SPEEDING,Motorcycle,5.0,3
VIO-004381,2025-01-20 20:01:15,"75.2660,-20.5750",RED LIGHT,Truck,5.0,5
VIO-004382,2026-10-30 11:00:00,"33.1949,-119.7397",ILLEGAL PARKING,Bus,1.0,1
VIO-004383,2025-08-08 14:13:55,"-42.4233,-18.1311",RED LIGHT,Motorcycle,1.0,5
VIO-004384,2025-07-14 10:14:25,"61.7411,41.9660",ILLEGAL TURN,Truck,1.0,4
VIO-004385,2025-06-05 01:15:11,"80.9980,-94.0015",RED LIGHT,Bus,4.0,5
VIO-004386,2025-03-29 05:18:09,"-86.7776,94.7860",SPEEDING,Bus,4.0,3
VIO-004387,2025-10-02 10:17:18,"-79.7064,-57.7362",SPEEDING,Bus,4.0,3
VIO-004388,2025-01-27 16:41:28,UNKNOWN,SPEEDING,Motorcycle,3.0,3
VIO-004389,2025-06-06 07:45:51,"39.4204,82.7534",NO SIGNAL,Truck,5.0,2
VIO-004390,2025-05-31 21:08:17,"8.2580,-51.0720",ILLEGAL PARKING,Truck,5.0,1
VIO-004392,2025-03-25 08:34:33,"-0.6263,-148.3373",ILLEGAL PARKING,Van,3.0,1
VIO-004393,2025-04-27 07:54:01,"87.9750,46.1645",ILLEGAL TURN,Sedan,1.0,4
