Location,Total_Violations,Avg_Severity
"-2.8566,-1.0197",1,5.0
"-53.4212,145.6604",1,4.0
"47.7454,85.6398",1,5.0
"17.3333,65.6074",1,1.0
"34.7059,130.6301",1,2.0
"-6.5768,127.4211",1,5.0
"-38.4717,98.0488",1,4.0
"-34.1054,140.2501",1,1.0
"-3.4104,-114.3985",1,3.0
"74.0646,-165.5239",1,5.0
"79.3420,62.6133",1,3.0
"49.7549,70.4828",1,2.0
"78.7746,-167.2136",1,3.0
"-15.3195,-105.6423",1,3.0
"69.5285,-83.5206",1,4.0
"-30.9885,-134.7550",1,
"75.6043,44.1756",1,3.0
"74.8897,-53.1048",1,
"57.8012,-80.1539",1,3.0
"-65.9432,40.9854",1,
"-72.7602,11.2704",1,3.0
"-59.2595,-159.6458",1,1.0
"-52.4163,-55.4813",1,2.0
"83.1698,-160.5923",1,4.0
"50.5916,-146.2260",1,5.0
"-74.5163,-19.4782",1,1.0
"54.9492,162.8358",1,1.0
"35.9690,46.9292",1,1.0
"7.7545,119.2677",1,2.0
"38.3090,153.6283",1,4.0
"-5.1541,-45.1900",1,4.0
"-56.5430,-58.2066",1,4.0
"41.0934,-49.5800",1,1.0
"-28.1002,-14.3919",1,5.0
"75.3280,-67.4642",1,1.0
"-30.7348,161.1714",1,1.0
"-2.1671,134.5877",1,4.0
"28.9882,-103.4782",1,2.0
"-27.1974,93.2933",1,4.0
"-31.9837,-63.1525",1,5.0
"-87.1552,-162.8842",1,3.0
"28.8016,-66.1603",1,4.0
"41.8397,-131.2314",1,1.0
"22.7237,-29.8175",1,2.0
"-66.7384,-139.7730",1,3.0
"8.6163,-91.1344",1,5.0
"-24.1513,178.1562",1,4.0
"-12.1963,57.7071",1,1.0
"15.9739,-79.0061",1,2.0
"-21.5341,-135.5310",1,1.0
"-26.0519,-28.5292",1,2.0
"24.5170,88.7527",1,1.0
"-8.6001,130.0903",1,1.0
"-85.2939,169.8728",1,5.0
"77.2835,-73.4037",1,5.0
"-40.2691,81.2071",1,2.0
"39.5791,-1.0523",1,3.0
"-67.6142,8.5290",1,5.0
"66.8641,108.3560",1,4.0
"2.1637,165.7940",1,3.0
"32.7158,-125.8367",1,2.0
"-28.0654,67.5054",1,2.0
"16.3232,113.0517",1,4.0
"-77.3680,-90.0852",1,3.0
"-15.1804,97.2659",1,5.0
"7.6366,-117.7229",1,2.0
"-1.2623,-149.2148",1,1.0
"-75.2549,95.2226",1,2.0
"42.2214,52.1368",1,3.0
"-71.7916,75.7500",1,4.0
"27.5318,144.0239",1,1.0
"39.7933,79.0297",1,5.0
"32.0758,-17.4599",1,2.0
"-72.8906,-147.5481",1,1.0
"52.1197,-149.0145",1,4.0
"-26.0537,112.8332",1,5.0
"-65.7554,13.1261",1,3.0
"-47.9007,99.1564",1,2.0
"65.5991,163.1042",1,5.0
"80.1864,-91.3128",1,1.0
"-27.1541,18.7378",1,5.0
"-79.0554,86.5779",1,5.0
"-21.7014,-33.5530",1,2.0
"3.5591,-36.9937",1,5.0
"49.7227,-10.7165",1,4.0
"71.6529,-96.5623",1,3.0
"24.6755,-153.8789",1,3.0
"-66.8537,-81.7686",1,3.0
"80.8104,18.7746",1,4.0
"36.1880,-50.7124",1,3.0
"-26.8570,-44.6216",1,4.0
"60.1835,168.6046",1,3.0
"-67.6481,-76.5787",1,2.0
"29.8551,25.0893",1,4.0
"-30.3734,-2.5712",1,3.0
"81.0042,135.2170",1,5.0
"43.9688,38.1629",1,5.0
"3.2564,169.0529",1,1.0
"-44.6744,90.3545",1,5.0
"-74.0556,51.0498",1,1.0
"86.6781,-48.8685",1,4.0
"-67.0719,-124.9175",1,5.0
"-80.7469,-130.5696",1,4.0
"-22.7290,-158.3123",1,1.0
"-13.2413,33.3253",1,1.0
"-81.1400,45.9264",1,1.0
"29.2525,-13.8141",1,3.0
"-7.5948,-67.4811",1,
"54.7541,-31.9710",1,3.0
"-54.2177,31.7732",1,1.0
"76.6386,-146.5446",1,5.0
"-14.0444,-73.1372",1,3.0
"-38.5761,6.2266",1,1.0
"21.1007,-170.2365",1,4.0
"-32.1288,101.0766",1,5.0
"-72.5665,156.5186",1,3.0
"-38.9952,91.5075",1,5.0
"-33.4525,62.0732",1,2.0
"21.5022,115.2442",1,2.0
"56.8016,-105.2817",1,5.0
"-70.6536,-157.0182",1,4.0
"-71.7849,-179.6527",1,3.0
"-31.2764,109.3891",1,2.0
"31.7410,27.9810",1,4.0
"7.4587,52.4430",1,5.0
"48.0011,-78.8574",1,4.0
"13.1882,27.1973",1,1.0
"40.0579,6.5860",1,2.0
"-16.6631,3.7468",1,
"-47.3982,142.9826",1,1.0
"-28.6061,105.6716",1,1.0
"56.6747,-0.0761",1,2.0
"64.5712,-115.3244",1,2.0
"68.3366,125.8876",1,3.0
"-35.4169,174.6138",1,
"20.1212,117.6221",1,
"26.4129,-166.7763",1,3.0
"-35.0365,63.9497",1,1.0
"-73.3671,48.0624",1,1.0
"4.7188,121.8303",1,
"-54.7107,-61.5251",1,5.0
"39.7496,-19.8192",1,
"37.1905,-121.2567",1,5.0
"14.2133,-76.6994",1,1.0
"-27.8999,-147.3260",1,5.0
"-21.0388,-148.3609",1,
"44.5556,-154.7482",1,2.0
"-64.7336,76.0791",1,5.0
"30.4343,12.9444",1,5.0
"-66.1579,9.9377",1,
"-68.3336,118.5712",1,1.0
"14.6565,79.6429",1,4.0
"-22.2774,105.6234",1,2.0
"-15.5399,131.4521",1,5.0
"-79.9257,-0.5125",1,
"-67.7964,25.5882",1,3.0
"40.4443,-96.9294",1,2.0
"-43.8721,-12.0283",1,1.0
"-29.0726,109.1839",1,2.0
"-54.1232,3.5607",1,1.0
"47.5112,-6.6095",1,3.0
"36.1905,155.8089",1,
"26.7853,-53.1266",1,4.0
"-20.5933,16.1154",1,1.0
"-56.0903,163.7967",1,4.0
"-54.9001,43.3900",1,3.0
"69.5073,156.3766",1,5.0
"32.6576,112.7167",1,5.0
"-46.7963,-109.0147",1,4.0
"4.6829,-38.9248",1,
"77.4716,16.7501",1,4.0
"-53.3585,49.3972",1,4.0
"29.1357,121.8885",1,5.0
"18.4157,-153.7575",1,4.0
"87.1941,45.7050",1,5.0
"73.1661,88.7224",1,2.0
"81.7175,57.5970",1,4.0
"-49.0461,-91.1038",1,5.0
"-29.0352,-85.8570",1,2.0
"-40.0335,-137.3762",1,1.0
"41.9430,93.9208",1,5.0
"78.4668,-84.0052",1,3.0
"66.5810,-67.4284",1,3.0
"-42.8352,-28.6858",1,5.0
"86.5718,-0.6179",1,4.0
"-67.0586,179.7825",1,2.0
"24.8295,-106.2891",1,4.0
"80.9749,-85.7644",1,3.0
"64.4211,-110.6769",1,1.0
"61.2772,-120.9029",1,3.0
"-7.4704,48.4456",1,3.0
"-42.3490,-84.5722",1,5.0
"-88.9798,-144.7613",1,2.0
"-17.2243,-102.8100",1,1.0
"59.9637,175.3515",1,2.0
"-64.9404,-175.7335",1,3.0
"-78.2723,40.6464",1,5.0
"83.5500,116.2225",1,3.0
"-3.9269,-28.6090",1,4.0
"-9.6219,-6.2537",1,3.0
"-2.6499,-80.4731",1,2.0
"-48.0352,-111.9974",1,2.0
"-30.1973,-106.2944",1,4.0
"-75.6650,98.9084",1,4.0
"22.7944,100.4251",1,5.0
"65.8051,109.1549",1,5.0
"5.6876,177.9621",1,5.0
"-78.7470,86.8659",1,5.0
"43.1435,159.5625",1,4.0
"36.9029,131.5747",1,4.0
"60.9831,-1.1236",1,3.0
"83.9069,-64.7181",1,
"14.9981,-97.8494",1,5.0
"64.3636,-75.4052",1,2.0
"1.6281,-133.2737",1,5.0
"42.0637,135.3137",1,2.0
"55.9403,105.3471",1,1.0
"24.2489,161.4297",1,3.0
"61.9947,-4.1315",1,5.0
"11.6955,74.1814",1,1.0
"-81.0738,-179.5731",1,3.0
"-87.5358,135.5894",1,3.0
"80.6843,-44.3959",1,2.0
"-26.1256,8.3617",1,5.0
"50.1322,-156.5963",1,5.0
"44.4821,60.5266",1,4.0
"19.2821,170.7297",1,2.0
"9.7111,102.6298",1,1.0
"69.4079,-31.1069",1,5.0
"66.8778,-145.5438",1,3.0
"-39.2469,76.3945",1,1.0
"-1.8190,93.2996",1,2.0
"80.8552,150.7448",1,2.0
"47.9063,-73.3133",1,2.0
"52.7358,-176.1577",1,5.0
"58.6635,-56.0436",1,2.0
"55.8516,142.7177",1,4.0
"41.6367,158.7401",1,4.0
"1.4540,129.1686",1,
"-13.7884,-168.4581",1,5.0
"17.3203,124.4766",1,5.0
"55.8207,-110.8513",1,4.0
"-77.4522,-66.6692",1,5.0
"65.5389,-41.8401",1,5.0
"-26.2406,6.6792",1,5.0
"65.5328,4.6808",1,3.0
"56.8522,178.3633",1,5.0
"15.8160,-37.1832",1,5.0
"-35.3424,53.2185",1,3.0
"77.7525,-59.7799",1,3.0
"-46.7922,132.1738",1,1.0
"-23.6354,42.2104",1,5.0
"-51.3480,-140.6359",1,4.0
"38.8452,-110.3896",1,3.0
"15.2857,-44.1608",1,2.0
"24.1662,-72.5594",1,2.0
"41.0279,-136.0976",1,4.0
"-23.8341,20.5969",1,2.0
"22.0774,47.8466",1,1.0
"-78.2113,-89.7824",1,3.0
"28.1426,-109.4283",1,4.0
"83.8661,-125.6534",1,5.0
"-72.6251,26.2438",1,1.0
"31.0791,-73.9267",1,4.0
"83.2950,-34.6094",1,3.0
"89.3336,-53.4223",1,4.0
"1.6742,-7.6069",1,3.0
"50.8210,-160.4042",1,1.0
"-73.5322,107.1500",1,5.0
"-19.2862,35.3745",1,3.0
"17.1924,-115.0050",1,1.0
"1.3532,-73.9958",1,4.0
"40.8634,-100.7420",1,2.0
"-69.7307,-106.2623",1,1.0
"-73.7355,31.7536",1,4.0
"68.9042,-146.4701",1,1.0
"-46.1678,-166.2305",1,3.0
"-84.1682,26.3209",1,5.0
"66.0667,-137.3573",1,1.0
"-8.4850,162.9474",1,2.0
"72.4540,68.6786",1,5.0
"-17.6264,-94.6450",1,2.0
"75.6799,144.9277",1,4.0
"-72.3792,-110.9906",1,4.0
"48.1959,-80.8510",1,2.0
"71.5904,128.2822",1,1.0
"5.9905,-11.2295",1,1.0
"70.4671,60.1536",1,1.0
"6.0665,-47.8915",1,3.0
"19.2883,23.1095",1,1.0
"-71.8431,-36.0175",1,5.0
"16.6045,-134.7176",1,4.0
"19.5424,40.7745",1,2.0
"26.1009,-117.7339",1,1.0
"-52.7543,-131.1422",1,1.0
"68.5921,75.4097",1,5.0
"-5.8973,80.9378",1,3.0
"23.3359,144.1561",1,3.0
"-49.2035,-138.3183",1,2.0
"59.9289,42.2148",1,5.0
"6.5670,-41.8965",1,5.0
"30.5881,-60.1730",1,
"-76.6898,-50.6551",1,5.0
"-62.6759,-159.0588",1,1.0
"78.8923,-107.4956",1,3.0
"18.3244,-68.5346",1,3.0
"64.3493,-94.9973",1,
"-62.8750,126.4005",1,3.0
"-49.1187,-40.9886",1,2.0
"-20.6523,-1.1905",1,1.0
"84.5740,-172.5966",1,5.0
"-13.3216,-121.1098",1,2.0
"-79.5673,-81.2526",1,3.0
"3.8519,132.4517",1,4.0
"-29.0702,-18.1690",1,1.0
"-18.0038,130.4787",1,5.0
"-63.2111,-34.3646",1,1.0
"-46.7705,-61.2773",1,3.0
"47.9440,17.4054",1,5.0
"-58.3555,-115.9489",1,3.0
"21.8431,-59.7162",1,2.0
"89.9581,149.8227",1,2.0
"20.8120,7.7853",1,3.0
"22.1555,176.3190",1,5.0
"28.5234,92.3057",1,5.0
"-54.5544,174.2890",1,4.0
"60.9039,-63.0065",1,1.0
"-16.2916,-41.1371",1,5.0
"50.3320,-33.4416",1,3.0
"80.3521,-77.5903",1,5.0
"-34.7917,-29.4140",1,3.0
"65.1060,75.7346",1,4.0
"-21.3514,-108.2152",1,5.0
"-24.5109,177.4060",1,2.0
"12.0680,43.2860",1,1.0
"-48.5915,-133.4290",1,5.0
"21.6750,176.0018",1,1.0
"55.7827,82.2114",1,1.0
"22.6088,-170.8109",1,2.0
"82.3031,-101.6181",1,2.0
"-85.4844,-129.4680",1,4.0
"84.9336,-167.0054",1,
"83.9479,-105.6833",1,3.0
"-32.7753,139.4843",1,5.0
"-76.2847,86.9340",1,1.0
"-79.1546,-114.9602",1,5.0
"0.0408,79.6579",1,2.0
"7.5459,120.1564",1,5.0
"58.4182,-126.0031",1,4.0
"81.4075,179.6994",1,3.0
"37.5494,-97.5546",1,3.0
"39.2981,-144.7711",1,1.0
"19.1137,-132.0890",1,3.0
"-13.3867,-174.1559",1,
"-15.9422,175.4093",1,3.0
"31.7069,170.2932",1,3.0
"-15.6816,-166.7554",1,5.0
"14.2219,-55.2614",1,1.0
"51.0022,-51.3480",1,4.0
"83.0877,-64.8517",1,5.0
"-64.8985,101.8826",1,3.0
"-72.9650,-86.7710",1,2.0
"62.0468,69.3291",1,5.0
"34.3833,17.2387",1,3.0
"42.3750,-11.4489",1,4.0
"77.0231,48.7400",1,1.0
"-11.8574,-42.4871",1,4.0
"30.2562,71.7202",1,4.0
"23.6177,-23.2251",1,4.0
"-89.9346,-163.1794",1,5.0
"-83.8670,15.9102",1,2.0
"-24.1440,98.1920",1,1.0
"17.2903,-72.4153",1,1.0
"-17.1559,-56.1785",1,1.0
"-87.7920,149.8886",1,4.0
"-69.5802,151.9144",1,5.0
"16.9854,-52.9152",1,3.0
"-31.1342,-12.9835",1,4.0
"-76.6312,-12.3047",1,2.0
"73.4101,-79.7014",1,2.0
"-30.6534,41.3774",1,1.0
"17.3832,-37.2182",1,
"-40.7776,132.3919",1,4.0
"42.5137,119.2519",1,5.0
"6.5297,94.8395",1,1.0
"-4.0416,167.7981",1,3.0
"-45.7969,-119.8489",1,
"-82.5992,94.1740",1,4.0
"68.0627,50.9718",1,1.0
"-64.8029,-46.3044",1,5.0
"57.7113,130.2606",1,5.0
"-82.2409,95.2070",1,3.0
"-7.8724,37.5809",1,5.0
"24.6212,32.7578",1,1.0
"-84.0858,-0.9223",1,3.0
"-74.0126,-92.4682",1,1.0
"-86.5954,2.8479",1,4.0
"47.7007,-91.0296",1,5.0
"21.9266,57.4440",1,4.0
"66.5022,73.4860",1,5.0
"-23.4975,-14.8264",1,2.0
"-85.1359,71.2286",1,2.0
"1.7298,80.3049",1,1.0
"0.5693,59.0388",1,3.0
"19.2012,-165.1515",1,4.0
"-67.7122,85.1606",1,5.0
"-5.6185,-64.7183",1,1.0
"0.5310,129.9188",1,1.0
"-73.2498,-151.2134",1,3.0
"48.4944,-84.2886",1,5.0
"-4.4117,-127.6096",1,5.0
"-12.9487,-57.3274",1,2.0
"-44.0207,-117.3002",1,1.0
"26.7242,-121.4107",1,5.0
"24.5361,-13.7991",1,2.0
"-19.1863,95.2797",1,2.0
"15.6884,16.8205",1,3.0
"-45.8890,179.4102",1,3.0
"30.5332,27.2875",1,1.0
"-36.0050,-99.1017",1,1.0
"-9.0739,88.9483",1,1.0
"-24.3289,29.6622",1,2.0
"89.7864,-31.2326",1,3.0
"-20.8813,-172.5266",1,1.0
"-41.7146,-14.0624",1,
"-70.4720,27.7911",1,2.0
"81.7105,178.2228",1,1.0
"-22.9869,-24.3473",1,4.0
"-36.6790,-29.7096",1,3.0
"-44.6582,-153.1127",1,3.0
"-78.3944,88.7132",1,5.0
"45.2129,177.6599",1,2.0
"12.1930,166.9648",1,5.0
"18.1828,-120.9755",1,5.0
"23.3756,67.7444",1,4.0
"80.7668,-124.6570",1,5.0
"-53.5104,87.5982",1,3.0
"74.9283,94.7573",1,1.0
"-21.0527,91.9165",1,2.0
"-46.1434,-98.0787",1,4.0
"-60.6473,53.2909",1,3.0
"-46.8289,118.9754",1,2.0
"-20.8829,54.6481",1,4.0
"-33.9412,105.1041",1,5.0
"73.4485,134.5504",1,5.0
"-80.8225,77.6081",1,3.0
"86.2542,158.5344",1,4.0
"12.5713,-14.5215",1,5.0
"-17.8878,-129.8307",1,5.0
"-41.4380,37.7247",1,3.0
"73.1736,-105.8966",1,1.0
"-24.0250,-123.1515",1,5.0
"4.0679,63.3538",1,
"10.4004,179.5729",1,5.0
"76.4090,130.1827",1,1.0
"-57.6051,-102.8581",1,1.0
"-64.4630,20.8203",1,5.0
"-79.4595,-144.9255",1,
"78.1621,-156.2550",1,4.0
"76.4647,-138.2004",1,3.0
"85.1829,-20.7927",1,4.0
"-82.2845,-146.6199",1,3.0
"-25.6326,135.0938",1,2.0
"41.9688,-107.2443",1,2.0
"-63.6112,-163.0989",1,4.0
"25.2643,152.0789",1,1.0
"59.7926,8.4374",1,3.0
"-2.4110,-2.7694",1,4.0
"-51.8638,10.1119",1,1.0
"-40.2789,118.5537",1,4.0
"12.8700,-98.5341",1,3.0
"32.6397,-163.5287",1,3.0
"75.9424,33.8869",1,2.0
"17.0819,174.4700",1,3.0
"-14.7104,102.2339",1,3.0
"67.8851,-148.6393",1,4.0
"43.4985,171.9435",1,
"15.9191,167.5401",1,5.0
"13.9806,-147.3324",1,1.0
"2.0614,158.8003",1,3.0
"44.9382,118.4429",1,4.0
"-10.8163,143.5442",1,1.0
"-25.6872,-150.2798",1,2.0
"40.9863,-177.1965",1,2.0
"-51.1486,156.3084",1,4.0
"14.2073,-31.7988",1,
"-5.8038,28.4598",1,
"53.2862,21.4591",1,2.0
"58.0832,-1.4421",1,5.0
"45.2521,151.5293",1,1.0
"-77.1231,138.6000",1,2.0
"33.2468,-103.5783",1,1.0
"74.6791,-141.8705",1,5.0
"16.7792,-173.4396",1,4.0
"84.0099,14.1060",1,4.0
"12.2684,64.8792",1,3.0
"-24.6282,-85.5393",1,1.0
"27.1796,25.1677",1,3.0
"-23.0236,117.5130",1,4.0
"21.6888,-161.6343",1,3.0
"-86.4678,147.0036",1,4.0
"11.0772,-81.7758",1,1.0
"-5.5572,2.4104",1,3.0
"0.5671,-57.1165",1,2.0
"4.6162,57.7123",1,1.0
"-86.8731,91.0116",1,5.0
"-31.1574,-83.1399",1,4.0
"-87.6447,84.2236",1,1.0
"53.4902,-140.5571",1,4.0
"-28.1372,-129.3856",1,3.0
"33.6336,108.4558",1,
"-12.8947,-132.3889",1,1.0
"-13.4689,133.4722",1,5.0
"2.9448,-73.2169",1,3.0
"-15.9647,111.4318",1,3.0
"-4.7727,-32.2056",1,4.0
"40.5517,-175.1918",1,1.0
"-44.1522,-153.6367",1,3.0
"69.0744,106.8093",1,3.0
"-21.0104,72.0914",1,3.0
"-2.0549,-95.3059",1,3.0
"-1.5824,57.2350",1,1.0
"-87.3795,154.1679",1,2.0
"28.9514,-137.3002",1,5.0
"45.8568,157.8106",1,4.0
"-71.5018,-65.4344",1,4.0
"-21.2513,-152.2579",1,1.0
"-65.8884,-51.2051",1,1.0
"65.2994,-60.8107",1,1.0
"-68.7391,-158.6757",1,4.0
"8.9570,171.4494",1,3.0
"8.0841,-62.7202",1,1.0
"-85.2452,-139.1560",1,1.0
"-70.2172,-91.9072",1,1.0
"-13.0613,127.8423",1,1.0
"-22.1732,114.4656",1,5.0
"-2.3438,67.2763",1,4.0
"-15.6568,-61.8065",1,1.0
"-28.5691,-146.8355",1,1.0
"-10.2504,166.8073",1,3.0
"69.2189,-78.3140",1,2.0
"-87.4481,61.3499",1,3.0
"-65.1877,-128.9874",1,1.0
"76.0932,-101.9991",1,1.0
"-48.5533,120.5497",1,4.0
"37.8307,-116.2560",1,
"29.7333,-160.7997",1,1.0
"-80.6421,-61.9932",1,3.0
"-79.9397,25.1161",1,3.0
"-75.8914,122.3259",1,2.0
"-50.4878,97.1531",1,1.0
"86.7065,-177.4116",1,4.0
"12.7080,43.8915",1,4.0
"81.9732,129.5824",1,5.0
"-12.6383,134.5466",1,4.0
"35.1891,89.8847",1,1.0
"-77.4719,-15.1234",1,3.0
"-6.5322,-150.1953",1,5.0
"-22.3154,140.0849",1,3.0
"-15.0741,-169.9024",1,5.0
"38.2112,71.6698",1,4.0
"-14.2614,30.8225",1,1.0
"-13.1963,-80.4105",1,2.0
"-66.1632,101.3340",1,
"-49.2310,-141.0813",1,3.0
"8.8931,126.5359",1,3.0
"-65.8647,-140.9551",1,2.0
"-2.3203,161.6482",1,4.0
"-59.9031,75.7750",1,5.0
"10.1191,132.7630",1,2.0
"-86.4788,-39.5176",1,1.0
"32.6402,-86.9975",1,1.0
"-82.2808,156.2551",1,5.0
"-61.6099,-67.6987",1,2.0
"-37.6942,48.5168",1,1.0
"-84.0297,-151.9321",1,4.0
"63.4728,140.2392",1,2.0
"-52.6500,-107.3989",1,1.0
"-68.2093,164.7660",1,4.0
"3.5793,-127.6388",1,1.0
"-65.1223,-52.4843",1,4.0
"-37.5241,25.6751",1,1.0
"67.4573,-101.3746",1,
"-48.5759,-28.5811",1,2.0
"-38.4691,-113.5902",1,1.0
"-44.1423,8.6306",1,5.0
"-86.4754,-116.3731",1,3.0
"35.9502,178.7762",1,1.0
"-42.2784,124.7190",1,3.0
"-59.4975,-30.7326",1,3.0
"-14.9825,-176.7345",1,5.0
"89.2988,50.9127",1,4.0
"15.7708,80.4808",1,4.0
"0.2669,39.2447",1,5.0
"-2.9016,91.4110",1,3.0
"-48.1297,-55.7417",1,3.0
"-28.5969,176.4692",1,1.0
"60.9218,17.3794",1,3.0
"47.7261,-37.3079",1,3.0
"60.3088,-170.2480",1,5.0
"25.8314,-111.2565",1,1.0
"-59.0797,114.3100",1,2.0
"-68.4710,-68.9718",1,5.0
"68.4373,-84.7637",1,2.0
"-30.3765,73.9638",1,1.0
"70.6668,90.7556",1,1.0
"-32.5392,-38.9472",1,2.0
"-6.7513,70.1911",1,5.0
"60.6253,77.3169",1,3.0
"-17.7744,-37.7605",1,5.0
"-63.2565,165.2726",1,
"-65.5671,-160.8037",1,3.0
"79.7796,52.9843",1,1.0
"-27.6660,-17.9875",1,3.0
"11.0003,43.9133",1,4.0
"85.1302,106.5776",1,4.0
"-1.3842,-46.8962",1,1.0
"40.2653,26.9926",1,3.0
"37.7813,-23.0722",1,5.0
"-74.1570,-61.8720",1,1.0
"-54.1157,-71.1547",1,2.0
"63.3561,-164.0333",1,5.0
"-26.4790,143.7767",1,5.0
"-63.0566,14.0156",1,5.0
"89.5561,-35.8055",1,5.0
"6.9654,67.0656",1,2.0
"49.2629,-31.2808",1,4.0
"-70.6867,-18.6237",1,2.0
"86.2938,-47.2491",1,1.0
"6.1395,8.3919",1,1.0
"-61.6385,127.6192",1,3.0
"-31.5791,-61.1060",1,2.0
"19.5111,-115.3663",1,5.0
"-20.4157,42.4307",1,3.0
"-56.9941,-74.1404",1,3.0
"50.8554,109.7751",1,4.0
"-35.4746,-103.0161",1,4.0
"-58.4535,-103.4375",1,5.0
"-13.4262,22.8795",1,5.0
"3.9886,-159.3265",1,3.0
"18.3716,-114.0824",1,3.0
"-67.8257,-49.1003",1,5.0
"-55.3725,-69.5025",1,5.0
"39.7009,-94.7383",1,2.0
"55.8984,49.7458",1,2.0
"-49.5896,-114.9205",1,3.0
"58.8590,-29.3053",1,3.0
"-3.0561,-85.7236",1,5.0
"-75.4405,-31.1066",1,1.0
"16.7720,-100.0943",1,4.0
"35.6015,175.4183",1,1.0
"-37.8805,12.4878",1,2.0
"-87.8728,-175.7642",1,3.0
"-21.0271,-115.5481",1,1.0
"-53.1014,-32.7761",1,4.0
"49.5519,-133.2604",1,1.0
"-47.7099,154.5064",1,2.0
"-56.2346,132.8928",1,2.0
"16.4365,86.3600",1,5.0
"43.5686,170.3984",1,3.0
"19.1100,24.4940",1,4.0
"89.5723,70.6446",1,5.0
"20.6594,-141.7310",1,2.0
"-57.0786,153.0820",1,3.0
"-66.1238,-4.6349",1,2.0
"43.3629,-169.4598",1,4.0
"-86.6201,7.5788",1,4.0
"-27.5129,69.4341",1,5.0
"-26.6466,95.5753",1,3.0
"-53.7104,-96.1442",1,1.0
"51.4947,35.2664",1,5.0
"34.8874,-165.4752",1,
"-68.7253,50.9423",1,2.0
"-41.8872,144.3546",1,1.0
"72.0095,-4.8761",1,
"-25.0740,138.3139",1,5.0
"-72.2688,-43.2635",1,1.0
"-23.4583,-38.3010",1,1.0
"29.9955,-13.2258",1,4.0
"-69.3399,-68.7169",1,3.0
"52.0942,-166.5540",1,1.0
"69.8403,133.3621",1,4.0
"-13.2586,-151.9600",1,3.0
"-85.2420,-76.6076",1,2.0
"-43.3560,81.9375",1,5.0
"76.3476,-139.8957",1,3.0
"10.3956,167.9861",1,4.0
"16.9810,-131.9410",1,5.0
"-12.1102,1.2337",1,2.0
"77.0551,66.1249",1,4.0
"-83.5269,158.8342",1,5.0
"-52.7536,73.1959",1,1.0
"-26.3826,-179.6039",1,3.0
"29.9191,103.8180",1,2.0
"32.2901,53.9830",1,3.0
"-9.0579,-72.7373",1,5.0
"84.9119,151.3466",1,2.0
"74.1951,107.3201",1,1.0
"49.5327,30.0917",1,5.0
"36.3164,163.4477",1,
"58.0657,2.0126",1,4.0
"18.7626,14.2456",1,2.0
"34.6764,-147.1989",1,3.0
"48.4919,161.9803",1,2.0
"-72.0145,-99.7040",1,3.0
"74.8152,70.8031",1,4.0
"-27.5452,-98.2331",1,1.0
"-21.2943,-161.4689",1,1.0
"-31.8895,26.8128",1,1.0
"-48.1256,-102.6642",1,5.0
"27.6317,-78.6555",1,5.0
"29.4906,177.6157",1,4.0
"-69.6862,-22.6376",1,2.0
"-44.2259,-160.9496",1,5.0
"64.4680,170.6740",1,2.0
"31.4515,-23.2930",1,1.0
"63.8212,-102.3539",1,3.0
"34.5169,89.6616",1,
"22.3609,129.3907",1,4.0
"52.2203,176.8696",1,3.0
"-88.1719,159.0914",1,3.0
"11.8360,-33.2314",1,5.0
"-86.7776,94.7860",1,4.0
"86.2431,-50.0666",1,2.0
"63.6586,-78.4091",1,1.0
"-88.8930,26.4670",1,5.0
"22.2473,-144.5667",1,4.0
"-31.3116,-134.8794",1,
"57.2533,-18.9530",1,5.0
"-15.8620,-141.4629",1,1.0
"-27.5460,-36.8492",1,4.0
"9.1245,18.2230",1,
"-22.8055,174.5152",1,1.0
"-23.6794,-68.9022",1,3.0
"70.1365,90.7363",1,1.0
"59.5854,-92.6268",1,2.0
"36.8467,-87.7927",1,4.0
"-84.3252,76.3723",1,4.0
"-33.1354,-110.9950",1,4.0
"-60.9922,-13.1546",1,3.0
"-64.1654,117.1741",1,1.0
"37.9145,-87.0882",1,5.0
"89.4523,130.8972",1,3.0
"63.2112,-61.4516",1,1.0
"83.3043,-60.1726",1,3.0
"69.7758,-27.2930",1,5.0
"-73.4190,-20.7991",1,1.0
"-44.1301,112.3819",1,
"-66.3874,-20.5302",1,5.0
"55.6597,-122.1352",1,2.0
"80.3444,-115.5671",1,2.0
"-73.8329,-27.6812",1,1.0
"31.0910,-157.5905",1,2.0
"40.5997,130.4096",1,1.0
"-22.3173,144.8547",1,5.0
"13.3176,-139.8889",1,5.0
"68.7225,105.2625",1,
"35.1510,27.3533",1,2.0
"22.1905,-47.5739",1,4.0
"14.3248,38.7601",1,1.0
"41.4583,168.5345",1,5.0
"-36.6805,-47.9531",1,4.0
"-15.7554,26.8336",1,4.0
"81.1229,79.9427",1,2.0
"-75.9238,77.9229",1,5.0
"33.1882,-27.6603",1,5.0
"-60.9692,85.2485",1,1.0
"-25.0706,115.8025",1,2.0
"16.5181,-77.5391",1,2.0
"22.4436,55.9743",1,3.0
"57.6046,41.0916",1,1.0
"-13.8271,42.5307",1,5.0
"37.7026,-59.2011",1,4.0
"89.3401,-172.6782",1,3.0
"-23.1923,141.4238",1,1.0
"-46.2349,21.6873",1,5.0
"-55.4271,-135.9893",1,5.0
"84.6885,132.3672",1,5.0
"-1.5239,36.6439",1,2.0
"88.1286,-6.2134",1,4.0
"29.2319,-89.2612",1,1.0
"-36.2581,143.7005",1,2.0
"0.9759,8.5829",1,4.0
